PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,CI,FAU,AU,AUID,AD,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,PMC,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,DEP,COIS,RF,TT,OID,CIN,CON,CN,FIR,IR,SI,EIN,MID,PMCR
25211237,NLM,MEDLINE,20150525,20220316,1932-6203 (Electronic) 1932-6203 (Linking),9,9,2014,Wolfram syndrome in the Japanese population; molecular analysis of WFS1 gene and characterization of clinical features.,e106906,10.1371/journal.pone.0106906 [doi] e106906,"BACKGROUND: Wolfram syndrome (WFS) is a recessive neurologic and endocrinologic degenerative disorder, and is also known as DIDMOAD (Diabetes Insipidus, early-onset Diabetes Mellitus, progressive Optic Atrophy and Deafness) syndrome. Most affected individuals carry recessive mutations in the Wolfram syndrome 1 gene (WFS1). However, the phenotypic pleiomorphism, rarity and molecular complexity of this disease complicate our efforts to understand WFS. To address this limitation, we aimed to describe complications and to elucidate the contributions of WFS1 mutations to clinical manifestations in Japanese patients with WFS. METHODOLOGY: The minimal ascertainment criterion for diagnosing WFS was having both early onset diabetes mellitus and bilateral optic atrophy. Genetic analysis for WFS1 was performed by direct sequencing. PRINCIPAL FINDINGS: Sixty-seven patients were identified nationally for a prevalence of one per 710,000, with 33 patients (49%) having all 4 components of DIDMOAD. In 40 subjects who agreed to participate in this investigation from 30 unrelated families, the earliest manifestation was DM at a median age of 8.7 years, followed by OA at a median age of 15.8 years. However, either OA or DI was the first diagnosed feature in 6 subjects. In 10, features other than DM predated OA. Twenty-seven patients (67.5%) had a broad spectrum of recessive mutations in WFS1. Two patients had mutations in only one allele. Eleven patients (27.5%) had intact WFS1 alleles. Ages at onset of both DM and OA in patients with recessive WFS1 mutations were indistinguishable from those in patients without WFS1 mutations. In the patients with predicted complete loss-of-function mutations, ages at the onsets of both DM and OA were significantly earlier than those in patients with predicted partial-loss-of function mutations. CONCLUSION/SIGNIFICANCE: This study emphasizes the clinical and genetic heterogeneity in patients with WFS. Genotype-phenotype correlations may exist in patients with WFS1 mutations, as demonstrated by the disease onset.",,"['Matsunaga, Kimie', 'Tanabe, Katsuya', 'Inoue, Hiroshi', 'Okuya, Shigeru', 'Ohta, Yasuharu', 'Akiyama, Masaru', 'Taguchi, Akihiko', 'Kora, Yukari', 'Okayama, Naoko', 'Yamada, Yuichiro', 'Wada, Yasuhiko', 'Amemiya, Shin', 'Sugihara, Shigetaka', 'Nakao, Yuzo', 'Oka, Yoshitomo', 'Tanizawa, Yukio']","['Matsunaga K', 'Tanabe K', 'Inoue H', 'Okuya S', 'Ohta Y', 'Akiyama M', 'Taguchi A', 'Kora Y', 'Okayama N', 'Yamada Y', 'Wada Y', 'Amemiya S', 'Sugihara S', 'Nakao Y', 'Oka Y', 'Tanizawa Y']",,"['Division of Endocrinology, Metabolism, Hematological Science and Therapeutics, Yamaguchi University Graduate School of Medicine, Ube, Yamaguchi, Japan.', 'Division of Endocrinology, Metabolism, Hematological Science and Therapeutics, Yamaguchi University Graduate School of Medicine, Ube, Yamaguchi, Japan.', 'Division of Endocrinology, Metabolism, Hematological Science and Therapeutics, Yamaguchi University Graduate School of Medicine, Ube, Yamaguchi, Japan.', 'Division of Endocrinology, Metabolism, Hematological Science and Therapeutics, Yamaguchi University Graduate School of Medicine, Ube, Yamaguchi, Japan.', 'Division of Endocrinology, Metabolism, Hematological Science and Therapeutics, Yamaguchi University Graduate School of Medicine, Ube, Yamaguchi, Japan.', 'Division of Endocrinology, Metabolism, Hematological Science and Therapeutics, Yamaguchi University Graduate School of Medicine, Ube, Yamaguchi, Japan.', 'Division of Endocrinology, Metabolism, Hematological Science and Therapeutics, Yamaguchi University Graduate School of Medicine, Ube, Yamaguchi, Japan.', 'Division of Endocrinology, Metabolism, Hematological Science and Therapeutics, Yamaguchi University Graduate School of Medicine, Ube, Yamaguchi, Japan.', 'Division of Laboratory Yamaguchi University Hospital, Ube, Yamaguchi, Japan.', 'Department of Endocrinology, Diabetes, Geriatric Medicine, Akita University Graduate School of Medicine, Akita, Japan.', 'Department of Health and Nutrition, Kochi University, Kochi, Kochi Japan.', 'Department of Pediatrics, Saitama Medical University, Moroyama, Saitama, Japan.', ""Department of Pediatrics, Tokyo Women's Medical University Medical Center East, Tokyo, Japan."", 'Division of Ophthalmology, Kinki University Sakai Hospital, Sakai, Osaka, Japan.', 'Division of Molecular Metabolism and Diabetes, Tohoku University Graduate School of medicine, Sendai, Miyagi, Japan.', 'Division of Endocrinology, Metabolism, Hematological Science and Therapeutics, Yamaguchi University Graduate School of Medicine, Ube, Yamaguchi, Japan.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,PLoS One,PloS one,101285081,"['0 (Membrane Proteins)', '0 (wolframin protein)']",IM,"['Adolescent', 'Adult', 'Alleles', 'Child', 'Diabetes Complications/genetics/pathology', 'Female', 'Genetic Association Studies', 'Humans', 'Japan', 'Male', 'Membrane Proteins/*genetics', 'Mutation', '*Neuroimaging', 'Optic Atrophy/genetics/pathology', 'Pedigree', 'Wolfram Syndrome/*diagnosis/epidemiology/*genetics/pathology']",PMC4161373,,,2014/09/12 06:00,2015/05/26 06:00,['2014/09/12 06:00'],"['2014/03/28 00:00 [received]', '2014/08/11 00:00 [accepted]', '2014/09/12 06:00 [entrez]', '2014/09/12 06:00 [pubmed]', '2015/05/26 06:00 [medline]']","['PONE-D-14-13530 [pii]', '10.1371/journal.pone.0106906 [doi]']",epublish,PLoS One. 2014 Sep 11;9(9):e106906. doi: 10.1371/journal.pone.0106906. eCollection 2014.,20140911,['Competing Interests: The authors have declared that no competing interests exist.'],,,,,,,,,,,,
5632788,NLM,MEDLINE,19690326,20041117,0004-0193 (Print) 0004-0193 (Linking),23,5,1967 Sep-Oct,[Diabetes insipidus following sinusitis].,595-615,,,,"['De Lorenzi, F', 'Isola, G']","['De Lorenzi F', 'Isola G']",,,['ita'],,['Journal Article'],Italy,Arch Maragliano Patol Clin,"Archivio ""E. Maragliano"" di patologia e clinica",2985161R,,IM,"['Adolescent', 'Adult', 'Diabetes Insipidus/*etiology', 'Humans', 'Male', 'Sinusitis/*complications']",,,,1967/09/01 00:00,1967/09/01 00:01,['1967/09/01 00:00'],"['1967/09/01 00:00 [pubmed]', '1967/09/01 00:01 [medline]', '1967/09/01 00:00 [entrez]']",,ppublish,Arch Maragliano Patol Clin. 1967 Sep-Oct;23(5):595-615.,,,,Il diabete insipido metasinsitico.,,,,,,,,,,
7149209,NLM,MEDLINE,19830119,20061115,0174-1837 (Print) 0174-1837 (Linking),17,5,1982 Sep,[Anesthesia in patients with hormonal and metabolic diseases].,273-6,,"In this paper the pathophysiology and clinical symptoms of the most frequent hormonal and metabolic disorders are discussed with regard to their importance for the anaesthesiologist. Special recommendations for various anaesthesiological procedures are given. The disorders in particular discussed are diabetes mellitus, disorders of the thyroid and the adrenal cortex and phaeochromocytoma.",,"['Georgieff, M']",['Georgieff M'],,,['ger'],,"['English Abstract', 'Journal Article']",Germany,Anasth Intensivther Notfallmed,"Anasthesie, Intensivtherapie, Notfallmedizin",8005775,['0 (Blood Glucose)'],IM,"['Adrenal Gland Diseases/complications', 'Adrenal Gland Neoplasms/complications', '*Anesthesia, General', 'Blood Glucose/metabolism', 'Blood Pressure/drug effects', 'Diabetes Complications', 'Diabetes Insipidus/complications', '*Endocrine System Diseases/complications', 'Humans', 'Hyperthyroidism/complications', 'Hypothyroidism/complications', 'Intraoperative Complications/prevention & control', '*Metabolic Diseases/complications', 'Pheochromocytoma/complications', 'Postoperative Complications/prevention & control', 'Preoperative Care', '*Surgical Procedures, Operative']",,,,1982/09/01 00:00,1982/09/01 00:01,['1982/09/01 00:00'],"['1982/09/01 00:00 [pubmed]', '1982/09/01 00:01 [medline]', '1982/09/01 00:00 [entrez]']",,ppublish,Anasth Intensivther Notfallmed. 1982 Sep;17(5):273-6.,,,,Anasthesie bei Patienten mit hormonellen- und Stoffwechselerkrankungen.,,,,,,,,,,
8575409,NLM,MEDLINE,19960314,20071114,0889-8529 (Print) 0889-8529 (Linking),24,3,1995 Sep,Diabetes insipidus.,549-72,,"Diabetes insipidus, characterized by the excretion of copious volumes of unconcentrated urine, results from a deficiency in the action of the antidiuretic hormone arginine vasopressin and can be caused by any of four fundamentally different defects, including impaired secretion (neurohypophyseal diabetes insipidus), impaired renal response (nephrogenic diabetes insipidus), excessive fluid intake (primary polydipsia), or increased metabolism of the hormone (gestational diabetes insipidus). Differentiation between their causes, pathophysiology, and treatment methods is essential for effective management and is best achieved by a combination of hormonal, clinical, and neuroradiologic observations. Understanding of the genetic forms has advanced greatly and may soon lead to improved methods of prevention, diagnosis, and treatment.",,"['Robertson, G L']",['Robertson GL'],,"['Division of Endocrinology, Metabolism and Molecular Medicine, Northwestern University Medical School, Chicago, Illinois, USA.']",['eng'],['5 MO1 RR00048/RR/NCRR NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S."", 'Review']",United States,Endocrinol Metab Clin North Am,Endocrinology and metabolism clinics of North America,8800104,['11000-17-2 (Vasopressins)'],IM,"['*Diabetes Insipidus/diagnosis/etiology/physiopathology/therapy', 'Diabetes Insipidus, Nephrogenic/diagnosis/etiology/physiopathology', 'Diagnosis, Differential', 'Female', 'Humans', 'Male', 'Osmolar Concentration', 'Polyuria/diagnosis/physiopathology', 'Pregnancy', 'Vasopressins/blood']",,,,1995/09/01 00:00,1995/09/01 00:01,['1995/09/01 00:00'],"['1995/09/01 00:00 [pubmed]', '1995/09/01 00:01 [medline]', '1995/09/01 00:00 [entrez]']",,ppublish,Endocrinol Metab Clin North Am. 1995 Sep;24(3):549-72.,,,61,,,,,,,,,,,
5740570,NLM,MEDLINE,19700403,20041117,0035-6840 (Print) 0035-6840 (Linking),52,5,1968 May,[Diabetes insipidus and pregnancy].,370-8,,,,"['Girotti, M']",['Girotti M'],,,['ita'],,"['Case Reports', 'Journal Article']",Italy,Riv Ital Ginecol,Rivista italiana di ginecologia,0404361,,IM,"['Adult', '*Diabetes Insipidus', 'Dwarfism, Pituitary', 'Female', 'Humans', 'Infant, Newborn', 'Male', 'Pregnancy', '*Pregnancy in Diabetics']",,,,1968/05/01 00:00,1968/05/01 00:01,['1968/05/01 00:00'],"['1968/05/01 00:00 [pubmed]', '1968/05/01 00:01 [medline]', '1968/05/01 00:00 [entrez]']",,ppublish,Riv Ital Ginecol. 1968 May;52(5):370-8.,,,,Diabete insipido e gravidanza.,,,,,,,,,,
13421557,NLM,MEDLINE,20020501,20181201,0035-6433 (Print) 0035-6433 (Linking),77,3,1956,[Diabetes insipidus of traumatic origin; symptomatological & endocrinological research; results of subarachnoid iodine therapy].,759-83,,,,"['LUZZATTO, A', 'ZAMBIANCHI, A']","['LUZZATTO A', 'ZAMBIANCHI A']",,,['ita'],,"['Case Reports', 'Journal Article']",Italy,Riv Patol Nerv Ment,Rivista di patologia nervosa e mentale,0431335,"['0 (Iodides)', '9679TC07X4 (Iodine)']",OM,"['*Diabetes Insipidus', '*Diabetes Insipidus, Neurogenic', '*Endocrinology', 'Humans', '*Iodides', 'Iodine/*therapeutic use', '*Medical Records']",,['NLM'],"['*DIABETES INSIPIDUS/case reports', '*IODINE/therapeutic use']",1956/01/01 00:00,1956/01/01 00:01,['1956/01/01 00:00'],"['1956/01/01 00:00 [pubmed]', '1956/01/01 00:01 [medline]', '1956/01/01 00:00 [entrez]']",,ppublish,Riv Patol Nerv Ment. 1956;77(3):759-83.,,,,Diabete insipido di origine traumatica; ricerche semeiologiche ed endocrinologiche; risultati della terapia iodica subaracnoidea.,['CLML: 5732:19541'],,,,,,,,,
13596611,NLM,MEDLINE,20000701,20181201,0007-1447 (Print) 0007-1447 (Linking),2,5108,1958 Nov 29,THE LIVER and diabetes insipidus.,1346,,,,,,,,['eng'],,['Journal Article'],England,Br Med J,British medical journal,0372673,,OM,"['Diabetes Insipidus/*physiology', '*Diabetes Insipidus, Neurogenic', '*Liver']",,['NLM'],"['*DIABETES INSIPIDUS/physiology', '*LIVER']",1958/11/29 00:00,1958/11/29 00:01,['1958/11/29 00:00'],"['1958/11/29 00:00 [pubmed]', '1958/11/29 00:01 [medline]', '1958/11/29 00:00 [entrez]']",,ppublish,Br Med J. 1958 Nov 29;2(5108):1346.,,,,,['CLML: 5935:26119:172:338'],,,,,,,,,
1145552,NLM,MEDLINE,19750913,20131121,0029-2001 (Print) 0029-2001 (Linking),95,12,1975 Apr 30,[Oral administrated antidiabetics in diabetic patients with heart failure/myocardial infarct. Antidiuretic effect].,782,,,,"['Saltvedt, E']",['Saltvedt E'],,,['nor'],,['Journal Article'],Norway,Tidsskr Nor Laegeforen,"Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny raekke",0413423,['WTM2C3IL2X (Chlorpropamide)'],IM,"['Chlorpropamide/*therapeutic use', 'Diabetes Insipidus/complications/*drug therapy', 'Humans', 'Myocardial Infarction/complications']",,,,1975/04/30 00:00,1975/04/30 00:01,['1975/04/30 00:00'],"['1975/04/30 00:00 [pubmed]', '1975/04/30 00:01 [medline]', '1975/04/30 00:00 [entrez]']",,ppublish,Tidsskr Nor Laegeforen. 1975 Apr 30;95(12):782.,,,,Perorale antidiabetika hos diabetespasienter med hjertesvikt/hjerteinfarkt. Antidiuretisk effekt.,,,,,,,,,,
5717063,NLM,MEDLINE,19690508,20131121,0003-3014 (Print) 0003-3014 (Linking),25,4,1968 Jul-Aug,[A case of ectopic pinealoma with hypernatremia due to lack of thirst and diabetes insipidus treated by chlorpropamide].,429-39,,,,"['Beaufils, F', 'Chapman, A', 'Nedey, R']","['Beaufils F', 'Chapman A', 'Nedey R']",,,['fre'],,['Journal Article'],France,Anesth Analg (Paris),"Anesthesie, analgesie, reanimation",0404017,['WTM2C3IL2X (Chlorpropamide)'],IM,"['Adult', 'Amenorrhea/etiology', 'Brain Neoplasms/*complications', 'Chlorpropamide/therapeutic use', 'Diabetes Insipidus/drug therapy/*etiology', 'Female', 'Humans', 'Hypernatremia/*etiology', 'Pinealoma/*complications', 'Thirst']",,,,1968/07/01 00:00,1968/07/01 00:01,['1968/07/01 00:00'],"['1968/07/01 00:00 [pubmed]', '1968/07/01 00:01 [medline]', '1968/07/01 00:00 [entrez]']",,ppublish,Anesth Analg (Paris). 1968 Jul-Aug;25(4):429-39.,,,,Un cas de pinealome ectopique avec hypernatremie par manque de soif et diabete insipied traite par chlorpropamide.,,,,,,,,,,
5021886,NLM,MEDLINE,19720630,20080212,0040-5930 (Print) 0040-5930 (Linking),29,4,1972 Apr,[Problems of the enlarged bladder].,241-53,,,,"['Pupato, F']",['Pupato F'],,,['ger'],,['Journal Article'],Switzerland,Ther Umsch,Therapeutische Umschau. Revue therapeutique,0407224,,IM,"['Alcoholism/complications', 'Diabetes Complications', 'Diabetes Insipidus/complications', 'Humans', 'Hypertrophy', 'Urinary Bladder/physiology', 'Urinary Bladder Diseases/*etiology', 'Urinary Bladder, Neurogenic/etiology']",,,,1972/04/01 00:00,1972/04/01 00:01,['1972/04/01 00:00'],"['1972/04/01 00:00 [pubmed]', '1972/04/01 00:01 [medline]', '1972/04/01 00:00 [entrez]']",,ppublish,Ther Umsch. 1972 Apr;29(4):241-53.,,,,Probleme der grossen Blase.,,,,,,,,,,
21892113,NLM,MEDLINE,20120214,20111028,1538-9235 (Electronic) 1040-5488 (Linking),88,11,2011 Nov,Wolfram Syndrome: a rare optic neuropathy in youth with type 1 diabetes.,E1383-90,10.1097/OPX.0b013e31822f4d8f [doi],"Wolfram Syndrome (WS) is a rare, autosomal recessive disorder that causes non-autoimmune type 1 diabetes. The etiology involves a single gene mutation of the wolframin protein inducing endoplasmic reticulum stress and apoptosis in selected cell types with resultant diabetes insipidus, diabetes mellitus, optic atrophy, and sensory-neural deafness. Symptoms are initially absent and signs within the posterior segment of the eye are usually the earliest indicator of WS.These cases characterize unusual and poorly described findings of pigmentary maculopathy in WS and illustrate the importance of collaboration between diabetes and eye care providers; especially in cases of non-autoimmune type 1 diabetes exhibiting atypical human leukocyte-associated antigen haplotypes.",,"['Bucca, Brian C', 'Klingensmith, Georgeanna', 'Bennett, Jeffrey L']","['Bucca BC', 'Klingensmith G', 'Bennett JL']",,"['The Barbara Davis Center for Childhood Diabetes, Departments of Pediatrics and Ophthalmology, University of Colorado, Denver, Aurora, Colorado 80045, USA. brian.bucca@ucdenver.edu']",['eng'],,"['Case Reports', 'Journal Article']",United States,Optom Vis Sci,Optometry and vision science : official publication of the American Academy of Optometry,8904931,"['0 (Membrane Proteins)', '0 (wolframin protein)', '9007-49-2 (DNA)']",IM,"['Adolescent', 'Child', 'Chromosomes, Human, Pair 4', 'DNA/genetics', 'Diabetes Mellitus, Type 1/*diagnosis/genetics', 'Diagnosis, Differential', 'Female', 'Fluorescein Angiography', 'Follow-Up Studies', 'Fundus Oculi', 'Humans', 'Membrane Proteins/genetics', 'Mutation', 'Optic Atrophy/*diagnosis/genetics', 'Optic Nerve/*pathology', 'Visual Acuity', 'Wolfram Syndrome/*diagnosis/genetics']",,,,2011/09/06 06:00,2012/02/15 06:00,['2011/09/06 06:00'],"['2011/09/06 06:00 [entrez]', '2011/09/06 06:00 [pubmed]', '2012/02/15 06:00 [medline]']",['10.1097/OPX.0b013e31822f4d8f [doi]'],ppublish,Optom Vis Sci. 2011 Nov;88(11):E1383-90. doi: 10.1097/OPX.0b013e31822f4d8f.,,,,,,,,,,,,,,
20016331,NLM,MEDLINE,20100325,20091217,1538-8689 (Electronic) 0360-4039 (Linking),40,1,2010 Jan,Flushing out the truth about diabetes insipidus.,55-9,10.1097/01.NURSE.0000365921.24254.4a [doi],,,"['Simmons, Susan']",['Simmons S'],,"['Walk-In Healthcare of Olathe, Kan.']",['eng'],,['Journal Article'],United States,Nursing,Nursing,7600137,,,"['Diabetes Insipidus/nursing/physiopathology/*therapy', 'Humans', 'Treatment Outcome']",,,,2009/12/18 06:00,2010/03/26 06:00,['2009/12/18 06:00'],"['2009/12/18 06:00 [entrez]', '2009/12/18 06:00 [pubmed]', '2010/03/26 06:00 [medline]']","['00152193-201001000-00021 [pii]', '10.1097/01.NURSE.0000365921.24254.4a [doi]']",ppublish,Nursing. 2010 Jan;40(1):55-9. doi: 10.1097/01.NURSE.0000365921.24254.4a.,,,,,,,,,,,,,,
5641785,NLM,MEDLINE,19680509,20041117,0031-4005 (Print) 0031-4005 (Linking),41,3,1968 Mar,"Diagnosis and treatment: some syndromes, diseases, and conditions associated with abnormal coloration of the urine or diaper. A clinician's viewpoint.",654-8,,,,"['Cone, T E Jr']",['Cone TE Jr'],,,['eng'],,['Journal Article'],United States,Pediatrics,Pediatrics,0376422,,IM,"['*Color', 'Diabetes Insipidus/urine', 'Diabetes Mellitus, Type 1/urine', 'Diuresis', 'Edema/urine', 'Hematuria/urine', 'Hemoglobinuria/urine', 'Humans', 'Infant', 'Infant, Newborn', 'Metabolism, Inborn Errors/urine', 'Porphyrias/urine', '*Urine']",,,,1968/03/01 00:00,2001/03/28 10:01,['1968/03/01 00:00'],"['1968/03/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1968/03/01 00:00 [entrez]']",,ppublish,Pediatrics. 1968 Mar;41(3):654-8.,,,,,,,,,,,,,,
4656176,NLM,MEDLINE,19730508,20151119,0001-6535 (Print) 0001-6535 (Linking),26,4,1972,Variations in the plasma cortisol response to insulin hypoglycemia in children.,225-40,,,,"['Toppet, M', 'Wolter, R', 'Smets, P', 'Loeb, H']","['Toppet M', 'Wolter R', 'Smets P', 'Loeb H']",,,['eng'],,['Journal Article'],Belgium,Acta Paediatr Belg,Acta paediatrica Belgica,0372635,"['0 (Blood Glucose)', '0 (Insulin)', 'WI4X0X7BPJ (Hydrocortisone)']",IM,"['Adolescent', 'Age Factors', 'Blood Glucose/analysis', 'Child', 'Child, Preschool', 'Diabetes Insipidus/diagnosis', 'Diabetes Mellitus, Type 1/diagnosis', 'Endocrine System Diseases/*diagnosis', 'Female', 'Humans', 'Hydrocortisone/*blood', 'Hypoglycemia/*chemically induced', 'Hypopituitarism/diagnosis', 'Hypothalamo-Hypophyseal System/physiopathology', 'Infant', 'Infant, Newborn', '*Insulin', 'Male', 'Methods', 'Obesity/physiopathology', 'Pituitary Neoplasms/diagnosis', 'Pituitary-Adrenal System']",,,,1972/01/01 00:00,1972/01/01 00:01,['1972/01/01 00:00'],"['1972/01/01 00:00 [pubmed]', '1972/01/01 00:01 [medline]', '1972/01/01 00:00 [entrez]']",,ppublish,Acta Paediatr Belg. 1972;26(4):225-40.,,,,,,,,,,,,,,
253609,NLM,MEDLINE,19790526,20151119,0008-4581 (Print) 0008-4581 (Linking),75,4,1979 Apr,Coping with diabetes insipidus.,18-20,,,,"['Moens, J']",['Moens J'],,,['eng'],,"['Case Reports', 'Journal Article']",Canada,Can Nurse,The Canadian nurse,0405504,"['11000-17-2 (Vasopressins)', '6M3C89ZY6R (Nicotine)']",,"['Adaptation, Psychological', 'Child, Preschool', 'Diabetes Insipidus/diagnosis/psychology/*therapy', 'Female', 'Humans', 'Nicotine', 'Vasopressins']",,,,1979/04/01 00:00,1979/04/01 00:01,['1979/04/01 00:00'],"['1979/04/01 00:00 [pubmed]', '1979/04/01 00:01 [medline]', '1979/04/01 00:00 [entrez]']",,ppublish,Can Nurse. 1979 Apr;75(4):18-20.,,,,,,,,,,,,,,
6718043,NLM,MEDLINE,19840613,20091111,0030-9338 (Print) 0030-9338 (Linking),19,2,1984,[Hyponatremic crisis as the initial manifestation of neurohormonal diabetes insipidus].,193-7,,"Diabetes insipidus usually shows a Normo- or Hypernatraemia. In our case, a 21 months old boy, we could contrarily find a hyponatraemic crisis as the leading symptom to our diagnosis. As reason for this we discuss a chronical overhydration with hypotonic liquid and enteral loss of electrolytes.",,"['Stein, J I', 'Muller, W D', 'Breisach, G A']","['Stein JI', 'Muller WD', 'Breisach GA']",,,['ger'],,"['Case Reports', 'English Abstract', 'Journal Article']",Austria,Padiatr Padol,Padiatrie und Padologie,0022370,,IM,"['Acute Disease', 'Diabetes Insipidus/complications/*diagnosis/metabolism', 'Humans', 'Hyponatremia/*etiology', 'Infant', 'Male', 'Neurosecretion', 'Osmolar Concentration']",,,,1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",,ppublish,Padiatr Padol. 1984;19(2):193-7.,,,,Hyponatramische Krise als Erstmanifestation eines Diabetes insipidus neurohormonalis.,,,,,,,,,,
