PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,CI,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,SB,MH,PMC,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,COIS,AUID,RN,EIN,CIN,RF,GR,CON,TT,MID,CN,OID,FIR,IR,GN,PS,FPS
37496807,NLM,MEDLINE,20230728,20230728,2235-2988 (Electronic) 2235-2988 (Linking),13,,2023,Editorial: Livestock and poultry infectious diseases: pathogenesis and immune mechanisms.,1249034,10.3389/fcimb.2023.1249034 [doi] 1249034,,,"['Wu, Jiaqiang', 'Ding, Jiabo', 'Wang, Leyi']","['Wu J', 'Ding J', 'Wang L']","['Shandong Key Laboratory of Animal Disease Control and Breeding, Institute of Animal Science and Veterinary Medicine, Shandong Academy of Agricultural Sciences, Jinan, China.', 'Institute of Animal Sciences, Chinese Academy of Agricultural Sciences, Beijing, China.', 'Veterinary Diagnostic Laboratory, Department of Veterinary Clinical Medicine, College of Veterinary Medicine, University of Illinois, Urbana, IL, United States.']",['eng'],"['Editorial', ""Research Support, Non-U.S. Gov't""]",20230711,Switzerland,Front Cell Infect Microbiol,Frontiers in cellular and infection microbiology,101585359,IM,"['Animals', 'Humans', '*Poultry', 'Livestock', '*Communicable Diseases/etiology/veterinary']",PMC10368184,['NOTNLM'],"['immune mechanisms', 'infectious diseases', 'livestock', 'pathogenesis', 'poultry']",2023/07/27 06:43,2023/07/28 06:42,['2023/07/27 04:08'],"['2023/06/28 00:00 [received]', '2023/07/03 00:00 [accepted]', '2023/07/28 06:42 [medline]', '2023/07/27 06:43 [pubmed]', '2023/07/27 04:08 [entrez]']",['10.3389/fcimb.2023.1249034 [doi]'],epublish,Front Cell Infect Microbiol. 2023 Jul 11;13:1249034. doi: 10.3389/fcimb.2023.1249034. eCollection 2023.,"['The authors declare that the research was conducted in the absence of any', 'commercial or financial relationships that could be construed as a potential', 'conflict of interest.']",,,,,,,"['Editorial on the Research Topic Livestock and poultry infectious diseases:', 'pathogenesis and immune mechanisms']",,,,,,,,,
15385008,NLM,MEDLINE,20050119,20040923,1155-5645 (Print) 1155-5645 (Linking),14,10,2004 Oct,Infectious diseases of childhood and their anesthetic implications.,810-9,,,,"['van der Walt, J H', 'Jacob, R', 'Zoanetti, D C']","['van der Walt JH', 'Jacob R', 'Zoanetti DC']","[""Department of Paediatric Anaesthesia, Women's and Children's Hospital, Adelaide, South Australia, Australia.""]",['eng'],"['Journal Article', 'Review']",,France,Paediatr Anaesth,Paediatric anaesthesia,9206575,IM,"['*Anesthesia', 'Child', 'Communicable Diseases/*complications/physiopathology/therapy', 'Humans', 'Immunization', 'Personnel Staffing and Scheduling', 'Respiratory Mechanics']",,,,2004/09/24 05:00,2005/01/20 09:00,['2004/09/24 05:00'],"['2004/09/24 05:00 [pubmed]', '2005/01/20 09:00 [medline]', '2004/09/24 05:00 [entrez]']","['PAN1378 [pii]', '10.1111/j.1460-9592.2004.01378.x [doi]']",ppublish,Paediatr Anaesth. 2004 Oct;14(10):810-9. doi: 10.1111/j.1460-9592.2004.01378.x.,,,,,,35,,,,,,,,,,,
8871997,NLM,MEDLINE,19970121,20191101,0029-6554 (Print) 0029-6554 (Linking),44,4,1996 Jul-Aug,Emerging infectious diseases: nursing responses.,164-8,,,,"['Cohen, F L', 'Larson, E']","['Cohen FL', 'Larson E']","['School of Nursing, Southern Illinois University at Edwardsville, USA.']",['eng'],"['Journal Article', 'Review']",,United States,Nurs Outlook,Nursing outlook,0401075,IM,"['Communicable Disease Control/*methods', 'Communicable Diseases/epidemiology/etiology/*nursing', 'Disease Outbreaks/prevention & control/statistics & numerical data', 'Humans']",,,,1996/07/01 00:00,1996/07/01 00:01,['1996/07/01 00:00'],"['1996/07/01 00:00 [pubmed]', '1996/07/01 00:01 [medline]', '1996/07/01 00:00 [entrez]']","['S0029-6554(96)80036-4 [pii]', '10.1016/s0029-6554(96)80036-4 [doi]']",ppublish,Nurs Outlook. 1996 Jul-Aug;44(4):164-8. doi: 10.1016/s0029-6554(96)80036-4.,,,,,,21,,,,,,,,,,,
30297012,NLM,MEDLINE,20190517,20190517,1558-0539 (Electronic) 0733-8627 (Linking),36,4,2018 Nov,Here to Stay: Infectious Diseases in Emergency Medicine.,xvii-xviii,S0733-8627(18)30073-7 [pii] 10.1016/j.emc.2018.08.001 [doi],,,"['Liang, Stephen Y', 'Chin, Rachel L']","['Liang SY', 'Chin RL']","['Divisions of Emergency Medicine and Infectious Diseases, Washington University School of Medicine, 4523 Clayton Avenue, Campus Box 8051, St. Louis, MO 63110, USA. Electronic address: syliang@wustl.edu.', 'Department of Emergency Medicine, Zuckerberg San Francisco General Hospital, University of California San Francisco School of Medicine, 1001 Potrero Avenue, Suite 6A, San Francisco, CA 94110-1377, USA. Electronic address: rachel.chin@ucsf.edu.']",['eng'],['Editorial'],,United States,Emerg Med Clin North Am,Emergency medicine clinics of North America,8219565,IM,"['*Communicable Diseases/diagnosis/therapy', '*Emergency Service, Hospital', 'Humans']",,,,2018/10/10 06:00,2019/05/18 06:00,['2018/10/10 06:00'],"['2018/10/10 06:00 [entrez]', '2018/10/10 06:00 [pubmed]', '2019/05/18 06:00 [medline]']","['S0733-8627(18)30073-7 [pii]', '10.1016/j.emc.2018.08.001 [doi]']",ppublish,Emerg Med Clin North Am. 2018 Nov;36(4):xvii-xviii. doi: 10.1016/j.emc.2018.08.001.,,,,,,,,,,,,,,,,,
28192575,NLM,MEDLINE,20170713,20170713,1938-2359 (Electronic) 0090-4481 (Linking),46,2,2017 Feb 1,Less Common Pediatric Infectious Diseases Revisited.,e40-e41,10.3928/19382359-20170119-03 [doi],,,"['Rosebush, Julia', 'Yogev, Ram']","['Rosebush J', 'Yogev R']",,['eng'],['Editorial'],,United States,Pediatr Ann,Pediatric annals,0356657,IM,"['Child', 'Communicable Diseases/*diagnosis/therapy', 'Humans', '*Pediatrics']",,,,2017/02/14 06:00,2017/07/14 06:00,['2017/02/14 06:00'],"['2017/02/14 06:00 [entrez]', '2017/02/14 06:00 [pubmed]', '2017/07/14 06:00 [medline]']",['10.3928/19382359-20170119-03 [doi]'],ppublish,Pediatr Ann. 2017 Feb 1;46(2):e40-e41. doi: 10.3928/19382359-20170119-03.,,,,,,,,,,,,,,,,,
19729848,NLM,MEDLINE,20091002,20211020,1558-8238 (Electronic) 0021-9738 (Print) 0021-9738 (Linking),119,9,2009 Sep,Human genetics of infectious diseases: between proof of principle and paradigm.,2506-14,38111 [pii] 10.1172/JCI38111 [doi],"The observation that only a fraction of individuals infected by infectious agents develop clinical disease raises fundamental questions about the actual pathogenesis of infectious diseases. Epidemiological and experimental evidence is accumulating to suggest that human genetics plays a major role in this process. As we discuss here, human predisposition to infectious diseases seems to cover a continuous spectrum from monogenic to polygenic inheritance. Although many studies have provided proof of principle that infectious diseases may result from various types of inborn errors of immunity, the genetic determinism of most infectious diseases in most patients remains unclear. However, in the future, studies in human genetics are likely to establish a new paradigm for infectious diseases.",,"['Alcais, Alexandre', 'Abel, Laurent', 'Casanova, Jean-Laurent']","['Alcais A', 'Abel L', 'Casanova JL']","['Laboratory of Human Genetics of Infectious Diseases, Necker Branch, INSERM U550, Paris, France.']",['eng'],"['Historical Article', 'Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",,United States,J Clin Invest,The Journal of clinical investigation,7802877,IM,"['Communicable Diseases/*genetics/history/immunology', 'Female', 'Genetic Predisposition to Disease', 'Genetics, Medical/history', 'Genome, Human', 'History, 19th Century', 'History, 20th Century', 'History, 21st Century', 'Humans', 'Immunologic Deficiency Syndromes/genetics/immunology', 'Male', 'Models, Genetic', 'Pedigree']",PMC2735901,,,2009/09/05 06:00,2009/10/03 06:00,['2009/09/05 06:00'],"['2009/09/05 06:00 [entrez]', '2009/09/05 06:00 [pubmed]', '2009/10/03 06:00 [medline]']","['38111 [pii]', '10.1172/JCI38111 [doi]']",ppublish,J Clin Invest. 2009 Sep;119(9):2506-14. doi: 10.1172/JCI38111.,,,,,,,['Howard Hughes Medical Institute/United States'],,,,,,,,,,
15744742,NLM,MEDLINE,20050607,20061115,0893-6692 (Print) 0893-6692 (Linking),45,2-3,2005 Mar-Apr,Role of infectious diseases in human carcinogenesis.,284-303,,"The burden of human infectious diseases remains a public health problem worldwide. At least 2 billion people are affected by viral infections, and a similar number by bacteria or helminths. The long-term effects of these maladies have raised particular concern since some infectious agents have been associated with chronic human diseases, especially cancer. It is estimated that 13-20% of the world cancer cases are associated with some virus, bacteria, or helminth, e.g., human papillomavirus, Helicobacter pylori, and Schistosoma haematobium that cause cervical, stomach, and urinary bladder cancer, respectively. Certain associations between infection and malignancy are strong and irrefutable; others are still speculative. This article reviews the infectious agents that have been associated with cancer and current knowledge about the mechanisms underlying these associations.",,"['Herrera, Luis A', 'Benitez-Bribiesca, Luis', 'Mohar, Alejandro', 'Ostrosky-Wegman, Patricia']","['Herrera LA', 'Benitez-Bribiesca L', 'Mohar A', 'Ostrosky-Wegman P']","['Unidad de Investigacion Biomedica en Cancer, Instituto de Investigaciones Biomedicas-Instituto Nacional de Cancerologia, Mexico City, Mexico.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",,United States,Environ Mol Mutagen,Environmental and molecular mutagenesis,8800109,IM,"['Animals', 'Cell Communication/physiology', 'Cell Proliferation', 'Communicable Diseases/*complications/microbiology/parasitology/virology', 'Genomic Instability/physiology', '*Helicobacter pylori', '*Helminths', 'Humans', 'Immunologic Surveillance/physiology', 'Models, Biological', 'Neoplasms/*etiology/microbiology/parasitology/*physiopathology/virology', '*Oncogenic Viruses']",,,,2005/03/04 09:00,2005/06/09 09:00,['2005/03/04 09:00'],"['2005/03/04 09:00 [pubmed]', '2005/06/09 09:00 [medline]', '2005/03/04 09:00 [entrez]']",['10.1002/em.20122 [doi]'],ppublish,Environ Mol Mutagen. 2005 Mar-Apr;45(2-3):284-303. doi: 10.1002/em.20122.,,,,,,178,,,,,,,,,,,
25418021,NLM,MEDLINE,20150714,20231104,1474-760X (Electronic) 1465-6906 (Print) 1474-7596 (Linking),15,11,2014 Nov 22,Human infectious diseases in the genomics era: where do we go from here?,529,10.1186/s13059-014-0529-5 [doi] 529,"Ripudaman K Bains is the editor of the Genome Biology special issue content on the 'genomics of infectious diseases', and introduces the collection in this editorial.",,"['Bains, Ripudaman K']",['Bains RK'],,['eng'],['Editorial'],20141122,England,Genome Biol,Genome biology,100960660,IM,"['Bacteria/*genetics/pathogenicity', 'Communicable Diseases/*genetics/microbiology', '*Genome, Bacterial', 'Genomics', 'Humans']",PMC4283784,,,2014/11/25 06:00,2015/07/15 06:00,['2014/11/25 06:00'],"['2014/11/25 06:00 [entrez]', '2014/11/25 06:00 [pubmed]', '2015/07/15 06:00 [medline]']","['s13059-014-0529-5 [pii]', '529 [pii]', '10.1186/s13059-014-0529-5 [doi]']",epublish,Genome Biol. 2014 Nov 22;15(11):529. doi: 10.1186/s13059-014-0529-5.,,,,,,,,,,,,,,,,,
18217543,NLM,MEDLINE,20080325,20230917,1080-6040 (Print) 1080-6059 (Electronic) 1080-6040 (Linking),13,11,2007 Nov,Conflict and emerging infectious diseases.,1625-31,10.3201/eid1311.061093 [doi],"Detection and control of emerging infectious diseases in conflict situations are major challenges due to multiple risk factors known to enhance emergence and transmission of infectious diseases. These include inadequate surveillance and response systems, destroyed infrastructure, collapsed health systems and disruption of disease control programs, and infection control practices even more inadequate than those in resource-poor settings, as well as ongoing insecurity and poor coordination among humanitarian agencies. This article outlines factors that potentiate emergence and transmission of infectious diseases in conflict situations and highlights several priority actions for their containment and control.",,"['Gayer, Michelle', 'Legros, Dominique', 'Formenty, Pierre', 'Connolly, Maire A']","['Gayer M', 'Legros D', 'Formenty P', 'Connolly MA']","['Disease Control in Humanitarian Emerfencies, Health Security and Environmental Cluster, World Health Organization, Geneva, Switzerland. gayerm@who.int']",['eng'],"['Journal Article', 'Review']",,United States,Emerg Infect Dis,Emerging infectious diseases,9508155,IM,"['Communicable Diseases, Emerging/*etiology/prevention & control/transmission', 'Dissent and Disputes', 'Humans', 'Violence', '*Warfare']",PMC3375795,,,2008/01/26 09:00,2008/03/26 09:00,['2008/01/26 09:00'],"['2008/01/26 09:00 [pubmed]', '2008/03/26 09:00 [medline]', '2008/01/26 09:00 [entrez]']","['06-1093 [pii]', '10.3201/eid1311.061093 [doi]']",ppublish,Emerg Infect Dis. 2007 Nov;13(11):1625-31. doi: 10.3201/eid1311.061093.,,,,,['Emerg Infect Dis. 2008 Jun;14(6):1004-5; author reply 1005. PMID: 18507934'],,,,,,,,,,,,
23669075,NLM,MEDLINE,20140401,20220318,2150-5608 (Electronic) 2150-5594 (Print) 2150-5594 (Linking),4,6,2013 Aug 15,Biomarkers of endothelial activation/dysfunction in infectious diseases.,507-16,10.4161/viru.24530 [doi],"Endothelial dysfunction contributes to the pathogenesis of a variety of potentially serious infectious diseases and syndromes, including sepsis and septic shock, hemolytic-uremic syndrome, severe malaria, and dengue hemorrhagic fever. Because endothelial activation often precedes overt endothelial dysfunction, biomarkers of the activated endothelium in serum and/or plasma may be detectable before classically recognized markers of disease, and therefore, may be clinically useful as biomarkers of disease severity or prognosis in systemic infectious diseases. In this review, the current status of mediators of endothelial cell function (angiopoietins-1 and -2), components of the coagulation pathway (von Willebrand Factor, ADAMTS13, and thrombomodulin), soluble cell-surface adhesion molecules (soluble E-selectin, sICAM-1, and sVCAM-1), and regulators of vascular tone and permeability (VEGF and sFlt-1) as biomarkers in severe infectious diseases is discussed in the context of sepsis, E. coli O157:H7 infection, malaria, and dengue virus infection.",,"['Page, Andrea V', 'Liles, W Conrad']","['Page AV', 'Liles WC']","['Mount Sinai Hospital-University Health Network, Toronto, ON, Canada. APage@mtsinai.on.ca']",['eng'],"['Journal Article', 'Review']",20130419,United States,Virulence,Virulence,101531386,IM,"['Animals', 'Biomarkers/*blood', 'Communicable Diseases/*blood/genetics/metabolism/physiopathology', 'Endothelium, Vascular/metabolism/*physiopathology', 'Humans']",PMC5359744,['NOTNLM'],"['ADAMTS13', 'E-selectin', 'ICAM-1', 'VEGF', 'angiopoietin-1', 'angiopoietin-2', 'endothelium', 'malaria', 'sepsis', 'von Willebrand Factor']",2013/05/15 06:00,2014/04/02 06:00,['2013/05/15 06:00'],"['2013/05/15 06:00 [entrez]', '2013/05/15 06:00 [pubmed]', '2014/04/02 06:00 [medline]']","['24530 [pii]', '10924530 [pii]', '10.4161/viru.24530 [doi]']",ppublish,Virulence. 2013 Aug 15;4(6):507-16. doi: 10.4161/viru.24530. Epub 2013 Apr 19.,,,['0 (Biomarkers)'],,,,,,,,,,,,,,
22153753,NLM,MEDLINE,20120502,20220318,1878-4380 (Electronic) 0966-842X (Print) 0966-842X (Linking),20,1,2012 Jan,The pig: a model for human infectious diseases.,50-7,10.1016/j.tim.2011.11.002 [doi],"An animal model to study human infectious diseases should accurately reproduce the various aspects of disease. Domestic pigs (Sus scrofa domesticus) are closely related to humans in terms of anatomy, genetics and physiology, and represent an excellent animal model to study various microbial infectious diseases. Indeed, experiments in pigs are much more likely to be predictive of therapeutic treatments in humans than experiments in rodents. In this review, we highlight the numerous advantages of the pig model for infectious disease research and vaccine development and document a few examples of human microbial infectious diseases for which the use of pigs as animal models has contributed to the acquisition of new knowledge to improve both animal and human health.",['Copyright (c) 2011 Elsevier Ltd. All rights reserved.'],"['Meurens, Francois', 'Summerfield, Artur', 'Nauwynck, Hans', 'Saif, Linda', 'Gerdts, Volker']","['Meurens F', 'Summerfield A', 'Nauwynck H', 'Saif L', 'Gerdts V']","['Institut National de la Recherche Agronomique, Unite de Recherche 1282, Infectiologie Animale et Sante Publique, 37380, Nouzilly (Tours), France. meurens@tours.inra.fr']",['eng'],"['Journal Article', 'Review']",20111205,England,Trends Microbiol,Trends in microbiology,9310916,IM,"['Animals', 'Anti-Infective Agents/therapeutic use', 'Communicable Diseases/drug therapy/immunology/*pathology', '*Disease Models, Animal', 'Humans', '*Sus scrofa', 'Vaccination/methods', 'Vaccines/administration & dosage/immunology']",PMC7173122,,,2011/12/14 06:00,2012/05/04 06:00,['2011/12/14 06:00'],"['2011/07/29 00:00 [received]', '2011/10/21 00:00 [revised]', '2011/11/02 00:00 [accepted]', '2011/12/14 06:00 [entrez]', '2011/12/14 06:00 [pubmed]', '2012/05/04 06:00 [medline]']","['S0966-842X(11)00195-8 [pii]', '10.1016/j.tim.2011.11.002 [doi]']",ppublish,Trends Microbiol. 2012 Jan;20(1):50-7. doi: 10.1016/j.tim.2011.11.002. Epub 2011 Dec 5.,,,"['0 (Anti-Infective Agents)', '0 (Vaccines)']",,,,,,,,,,,,,,
