PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,LID,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,IP,AB,AUID,PMC,COIS,OTO,OT,GR,RN,CI,RF,CON,MID,CIN,CN,TT,PS,FPS,SPIN,EIN,OID,ORI
10341770,NLM,MEDLINE,19990604,20210518,0025-729X (Print) 0025-729X (Linking),170,1999 May 3,Cardiovascular disease at the turn of the century.,408-9,,"['Tonkin, A M', 'Bennett, S']","['Tonkin AM', 'Bennett S']",,['eng'],"['Editorial', 'Review']",,Australia,Med J Aust,The Medical journal of Australia,0400714,IM,"['Australia/epidemiology', 'Cardiovascular Diseases/*epidemiology/ethnology/etiology/mortality', 'Humans', 'Mortality/trends', 'Prevalence']",1999/05/26 00:00,1999/05/26 00:01,['1999/05/26 00:00'],"['1999/05/26 00:00 [pubmed]', '1999/05/26 00:01 [medline]', '1999/05/26 00:00 [entrez]']",['10.5694/j.1326-5377.1999.tb127813.x [doi]'],ppublish,Med J Aust. 1999 May 3;170(9):408-9. doi: 10.5694/j.1326-5377.1999.tb127813.x.,9,,,,,,,,,,4,,,['Med J Aust. 1999 Sep 6;171(5):279-80. PMID: 10495768'],,,,,,,,
31154831,NLM,MEDLINE,20200907,20200907,2047-4881 (Electronic) 2047-4873 (Linking),26,2019 Jun,Editor's Presentation.,899-901,10.1177/2047487319853064 [doi],"['Piepoli, Massimo F']",['Piepoli MF'],"['1 Heart Failure Unit, G. da Saliceto Hospital, AUSL Piacenza, Italy.', ""2 Institute of Life Sciences, Scuola Superiore Sant'Anna, Sant'Anna School of Advanced Studies, Pisa, Italy.""]",['eng'],['Editorial'],,England,Eur J Prev Cardiol,European journal of preventive cardiology,101564430,IM,"['*Cardiovascular Diseases/diagnosis/epidemiology/physiopathology/prevention & control', 'Humans', 'Preventive Health Services', 'Risk Assessment', 'Risk Factors']",2019/06/04 06:00,2020/09/08 06:00,['2019/06/04 06:00'],"['2019/06/04 06:00 [entrez]', '2019/06/04 06:00 [pubmed]', '2020/09/08 06:00 [medline]']",['10.1177/2047487319853064 [doi]'],ppublish,Eur J Prev Cardiol. 2019 Jun;26(9):899-901. doi: 10.1177/2047487319853064.,9,,,,,,,,,,,,,,,,,,,,,
30317885,NLM,MEDLINE,20191125,20191125,2047-4881 (Electronic) 2047-4873 (Linking),25,2018 Oct,Editor's presentation.,1571-1573,10.1177/2047487318804454 [doi],"['Piepoli, Massimo F']",['Piepoli MF'],"['Heart Failure Unit, Cardiology, G da Saliceto Hospital, Italy.']",['eng'],['Editorial'],,England,Eur J Prev Cardiol,European journal of preventive cardiology,101564430,IM,"['*Cardiovascular Diseases/diagnosis/epidemiology/therapy', 'Humans', 'Predictive Value of Tests', 'Prognosis', 'Risk Factors']",2018/10/16 06:00,2019/11/26 06:00,['2018/10/16 06:00'],"['2018/10/16 06:00 [entrez]', '2018/10/16 06:00 [pubmed]', '2019/11/26 06:00 [medline]']",['10.1177/2047487318804454 [doi]'],ppublish,Eur J Prev Cardiol. 2018 Oct;25(15):1571-1573. doi: 10.1177/2047487318804454.,15,,,,,,,,,,,,,,,,,,,,,
20498452,NLM,MEDLINE,20100611,20161122,1524-4628 (Electronic) 0039-2499 (Linking),41,2010 Jun,Promoting cardiovascular and cerebrovascular health.,1079-83,10.1161/STROKEAHA.110.587709 [doi],"['Fuster, Valentin', 'Bansilal, Sameer']","['Fuster V', 'Bansilal S']","['Mount Sinai School of Medicine, The Zena and Michael A. Wiener Cardiovascular Institute, 1 Gustave L. Levy Place, Box 1030 New York, NY 10029, USA. valentin.fuster@mssm.edu']",['eng'],"['Journal Article', 'Review']",,United States,Stroke,Stroke,0235266,IM,"['Cardiovascular Diseases/economics/*mortality/*prevention & control', 'Humans', 'United States/epidemiology']",2010/05/26 06:00,2010/06/12 06:00,['2010/05/26 06:00'],"['2010/05/26 06:00 [entrez]', '2010/05/26 06:00 [pubmed]', '2010/06/12 06:00 [medline]']","['41/6/1079 [pii]', '10.1161/STROKEAHA.110.587709 [doi]']",ppublish,Stroke. 2010 Jun;41(6):1079-83. doi: 10.1161/STROKEAHA.110.587709.,6,,,,,,,,,,24,,,,,,,,,,,
27888900,NLM,MEDLINE,20170529,20170529,1578-1879 (Electronic) 0214-9168 (Linking),28 Suppl 2,2016 May,[Not Available].,1-2,S0214-9168(16)30163-2 [pii] 10.1016/S0214-9168(16)30163-2 [doi],"['Pedro-Botet, Juan', 'Millan Nunez-Cortes, Jesus']","['Pedro-Botet J', 'Millan Nunez-Cortes J']","['Unitat de Lipids i Risc Vascular, Hospital del Mar, Universitat Autonoma de Barcelona, Barcelona, Espana. Electronic address: jpedrobotet@parcdesalutmar.cat.', 'Unidad de Lipidos, Hospital Universitario Gregorio Maranon, Universidad Complutense, Madrid, Espana.']",['spa'],['Journal Article'],,Spain,Clin Investig Arterioscler,Clinica e investigacion en arteriosclerosis : publicacion oficial de la Sociedad Espanola de Arteriosclerosis,9208512,IM,"['Atherosclerosis/epidemiology/etiology/*prevention & control', 'Cardiovascular Diseases/epidemiology/etiology/*prevention & control', 'Humans', 'Risk Factors']",2016/11/28 06:00,2017/05/30 06:00,['2016/11/28 06:00'],"['2016/11/28 06:00 [entrez]', '2016/11/28 06:00 [pubmed]', '2017/05/30 06:00 [medline]']","['S0214-9168(16)30163-2 [pii]', '10.1016/S0214-9168(16)30163-2 [doi]']",ppublish,Clin Investig Arterioscler. 2016 May;28 Suppl 2:1-2. doi: 10.1016/S0214-9168(16)30163-2.,,,,,,,,,,,,,,,,Necesidades no cubiertas: una vision de futuro.,,,,,,
17478983,NLM,MEDLINE,20070703,20191110,1541-9215 (Print) 1541-9215 (Linking),5,2007 Spring,Fighting cardiovascular disease.,123-4,,"['Rivera, Juan Jose']",['Rivera JJ'],"['Division of Medicine, Department of Cardiology, John Hopkins University, Baltimore, MD 21287, USA. jriver16@jhmi.edu']",['eng'],['Journal Article'],,England,Am Heart Hosp J,The American heart hospital journal,101156064,IM,"['Cardiovascular Diseases/diagnosis/epidemiology/etiology/*prevention & control', 'Humans', 'Risk Assessment/methods', 'United States/epidemiology']",2007/05/05 09:00,2007/07/04 09:00,['2007/05/05 09:00'],"['2007/05/05 09:00 [pubmed]', '2007/07/04 09:00 [medline]', '2007/05/05 09:00 [entrez]']",['10.1111/j.1541-9215.2007.06509.x [doi]'],ppublish,Am Heart Hosp J. 2007 Spring;5(2):123-4. doi: 10.1111/j.1541-9215.2007.06509.x.,2,,,,,,,,,,,,,,,,,,,,,
8759488,NLM,MEDLINE,19960930,20190512,1460-2725 (Print) 1460-2393 (Linking),89,1996 Jul,Smoking and cardiovascular disease.,493-8,,"['Yarnell, J W']",['Yarnell JW'],"[""Department of Epidemiology and Public Health, Queen's University, Belfast.""]",['eng'],"['Journal Article', 'Review']",,England,QJM,QJM : monthly journal of the Association of Physicians,9438285,IM,"['Adult', 'Arteriosclerosis/etiology', 'Cardiovascular Diseases/epidemiology/*etiology/prevention & control', 'Female', 'Humans', 'Male', 'Middle Aged', 'Smoking/*adverse effects']",1996/07/01 00:00,1996/07/01 00:01,['1996/07/01 00:00'],"['1996/07/01 00:00 [pubmed]', '1996/07/01 00:01 [medline]', '1996/07/01 00:00 [entrez]']",['10.1093/qjmed/89.7.493 [doi]'],ppublish,QJM. 1996 Jul;89(7):493-8. doi: 10.1093/qjmed/89.7.493.,7,,,,,,,,,,83,,,,,,,,,,,
32486963,NLM,MEDLINE,20210111,20210111,2047-4881 (Electronic) 2047-4873 (Linking),27,2020 Jun,Editor's presentation: Staying healthy and fighting cardiovascular disease at the time of COVID.,899-902,10.1177/2047487320928709 [doi],"['Piepoli, Massimo F']",['Piepoli MF'],"['Heart Failure Unit, G da Saliceto Hospital, Italy.', ""Institute of Life Sciences, Sant'Anna School of Advanced Studies, Italy.""]",['eng'],"['Editorial', 'Introductory Journal Article']",,England,Eur J Prev Cardiol,European journal of preventive cardiology,101564430,IM,"['*COVID-19', '*Cardiology', 'Cardiovascular Diseases/diagnosis/mortality/physiopathology/*therapy', '*Continuity of Patient Care', '*Delivery of Health Care, Integrated', 'Health Status', 'Humans', 'Prognosis']",2020/06/04 06:00,2021/01/12 06:00,['2020/06/04 06:00'],"['2020/06/04 06:00 [entrez]', '2020/06/04 06:00 [pubmed]', '2021/01/12 06:00 [medline]']",['10.1177/2047487320928709 [doi]'],ppublish,Eur J Prev Cardiol. 2020 Jun;27(9):899-902. doi: 10.1177/2047487320928709.,9,,,,,,,,,,,,,,,,,,,,,
33876240,NLM,MEDLINE,20211210,20211214,2047-4881 (Electronic) 2047-4873 (Linking),28,2021 May 8,Editors' Introduction: Focus on implementation of cardiovascular prevention in clinical practice.,353-355,10.1093/eurjpc/zwab062 [doi],"['Halasz, Geza', 'Piepoli, Massimo F']","['Halasz G', 'Piepoli MF']","['Cardiac Unit, G. da Saliceto Hospital, AUSL Piacenza and University of Parma, Parma, Italy.', 'Cardiac Unit, G. da Saliceto Hospital, AUSL Piacenza and University of Parma, Parma, Italy.', ""Institute of Life Sciences, Sant'Anna School of Advanced Studies, Pisa, Italy.""]",['eng'],['Editorial'],,England,Eur J Prev Cardiol,European journal of preventive cardiology,101564430,IM,"['*Cardiovascular Diseases/diagnosis/epidemiology/prevention & control', '*Cardiovascular System', 'Editorial Policies', 'Humans']",2021/04/21 06:00,2021/12/15 06:00,['2021/04/20 06:40'],"['2021/04/01 00:00 [accepted]', '2021/04/21 06:00 [pubmed]', '2021/12/15 06:00 [medline]', '2021/04/20 06:40 [entrez]']","['6238567 [pii]', '10.1093/eurjpc/zwab062 [doi]']",ppublish,Eur J Prev Cardiol. 2021 May 8;28(4):353-355. doi: 10.1093/eurjpc/zwab062.,4,,['ORCID: 0000-0001-7220-123X'],,,,,,,,,,,,,,,,,,,
23173595,NLM,MEDLINE,20130916,20190728,1873-4286 (Electronic) 1381-6128 (Linking),19,2013,Modifying cardiovascular risk factors: new markers of cardiovascular damage.,2335-40,,"['Leone, Aurelio']",['Leone A'],,['eng'],"['Editorial', 'Introductory Journal Article']",,United Arab Emirates,Curr Pharm Des,Current pharmaceutical design,9602487,IM,"['Biomarkers/*metabolism', 'Cardiovascular Diseases/*diagnosis/epidemiology/metabolism', 'Humans', 'Risk Factors']",2012/11/24 06:00,2013/09/17 06:00,['2012/11/24 06:00'],"['2012/11/24 06:00 [entrez]', '2012/11/24 06:00 [pubmed]', '2013/09/17 06:00 [medline]']","['CPD-EPUB-20121119-14 [pii]', '10.2174/1381612811319130001 [doi]']",ppublish,Curr Pharm Des. 2013;19(13):2335-40. doi: 10.2174/1381612811319130001.,13,,,,,,,,['0 (Biomarkers)'],,,,,,,,,,,,,
16010007,NLM,MEDLINE,20050804,20191026,1543-1894 (Print) 1543-1894 (Linking),112,2005,Introduction to methods in molecular cardiology.,3-12,,"['Sun, Zhongjie']",['Sun Z'],"['Department of Medicine, University of Florida, Gainesville, FL, USA.']",['eng'],"['Journal Article', 'Review']",,United States,Methods Mol Med,Methods in molecular medicine,101123138,IM,"['Animals', 'Cardiology/*methods/trends', 'Cardiovascular Diseases/diagnosis/genetics/pathology/*prevention & control/*therapy', 'Gene Transfer Techniques', 'Genetic Therapy/methods', 'Humans', 'Molecular Biology/*methods']",2005/07/13 09:00,2005/08/05 09:00,['2005/07/13 09:00'],"['2005/07/13 09:00 [pubmed]', '2005/08/05 09:00 [medline]', '2005/07/13 09:00 [entrez]']","['1-59259-879-X:003 [pii]', '10.1385/1-59259-879-x:003 [doi]']",ppublish,Methods Mol Med. 2005;112:3-12. doi: 10.1385/1-59259-879-x:003.,,"Molecular cardiology is a new area of cardiovascular medicine that aims to apply molecular biological techniques for the mechanistic investigation, diagnosis, prevention, and treatment of cardiovascular disease. As an emerging discipline, it has changed our conceptual thinking of cardiovascular development, disease etiology, and pathophysiology. Although molecular cardiology is still at a very early stage, it has opened a promising avenue for understanding and controlling cardiovascular disease. With the rapid development and application of molecular biological techniques, scientists and clinicians are closer to curing heart diseases that were thought to be incurable 20 yr ago. There clearly is a need for a more thorough understanding of the molecular mechanisms of cardiovascular diseases to promote the advancement of cell and gene therapy for heart diseases. This chapter briefly reviews state-of-the-art techniques in the area of molecular cardiology.",,,,,,,,,22,,,,,,,,,,,
34273434,NLM,MEDLINE,20211020,20211020,1874-1754 (Electronic) 0167-5273 (Linking),339,2021 Sep 15,Screening for atrial fibrillation: Does cardiovascular disease reduce the probability of detection?,56-57,S0167-5273(21)01097-4 [pii] 10.1016/j.ijcard.2021.07.003 [doi],"['Nedios, Sotirios']",['Nedios S'],"['Department of Electrophysiology, Heart Center, University of Leipzig, Germany; Department of Cardiology, Cardiovascular Research Institute Maastricht (CARIM), Maastricht University Medical Center, the Netherlands. Electronic address: sotirios.nedios@helios-gesundheit.de.']",['eng'],"['Comment', 'Editorial']",20210715,Netherlands,Int J Cardiol,International journal of cardiology,8200291,IM,"['*Atrial Fibrillation/diagnosis/epidemiology', '*Brain Ischemia', '*Cardiovascular Diseases/diagnosis/epidemiology/prevention & control', 'Humans', 'Mass Screening', 'Probability', '*Stroke']",2021/07/18 06:00,2021/10/21 06:00,['2021/07/17 20:11'],"['2021/06/08 00:00 [received]', '2021/07/02 00:00 [accepted]', '2021/07/18 06:00 [pubmed]', '2021/10/21 06:00 [medline]', '2021/07/17 20:11 [entrez]']","['S0167-5273(21)01097-4 [pii]', '10.1016/j.ijcard.2021.07.003 [doi]']",ppublish,Int J Cardiol. 2021 Sep 15;339:56-57. doi: 10.1016/j.ijcard.2021.07.003. Epub 2021 Jul 15.,,,,,,['NOTNLM'],"['Atrial fibrillation', 'Electrocardiogram', 'Screening', 'Stroke']",,,,,['Int J Cardiol. 2021 Jul 1;334:55-57. PMID: 33932428'],,,,,,,,,,
25555280,NLM,MEDLINE,20160115,20150404,1874-1754 (Electronic) 0167-5273 (Linking),181,2015 Feb 15,Exercise as the master polypill of the 21st century for the prevention of cardiovascular disease.,360-1,S0167-5273(14)02470-X [pii] 10.1016/j.ijcard.2014.12.048 [doi],"['Sanchis-Gomar, Fabian', 'Fiuza-Luces, Carmen', 'Lucia, Alejandro']","['Sanchis-Gomar F', 'Fiuza-Luces C', 'Lucia A']","['Department of Physiology, Faculty of Medicine, University of Valencia, Fundacion Investigacion Hospital Clinico Universitario/INCLIVA, Spain. Electronic address: fabian.sanchis@uv.es.', ""Universidad Europea and Research Institute of Hospital 12 de Octubre ('i+12'), Spain."", ""Universidad Europea and Research Institute of Hospital 12 de Octubre ('i+12'), Spain.""]",['eng'],"['Letter', 'Review']",20141223,Netherlands,Int J Cardiol,International journal of cardiology,8200291,IM,"['Cardiovascular Diseases/epidemiology/physiopathology/*prevention & control', '*Exercise/physiology', 'Humans', 'Primary Prevention/*methods']",2015/01/03 06:00,2016/01/16 06:00,['2015/01/03 06:00'],"['2014/12/18 00:00 [received]', '2014/12/20 00:00 [accepted]', '2015/01/03 06:00 [entrez]', '2015/01/03 06:00 [pubmed]', '2016/01/16 06:00 [medline]']","['S0167-5273(14)02470-X [pii]', '10.1016/j.ijcard.2014.12.048 [doi]']",ppublish,Int J Cardiol. 2015 Feb 15;181:360-1. doi: 10.1016/j.ijcard.2014.12.048. Epub 2014 Dec 23.,,,,,,['NOTNLM'],"['Cardiovascular diseases', 'Mortality', 'Myocardial infarction', 'Polypill']",,,,,,,,,,,,,,,
28895476,NLM,MEDLINE,20180827,20180827,2047-4881 (Electronic) 2047-4873 (Linking),24,2017 Sep,Editor's presentation.,1459-1461,10.1177/2047487317728438 [doi],"['Piepoli, Massimo F']",['Piepoli MF'],"['Heart Failure Unit, G da Saliceto Hospital, Italy.']",['eng'],"['Editorial', 'Introductory Journal Article']",,England,Eur J Prev Cardiol,European journal of preventive cardiology,101564430,IM,"['Cardiac Rehabilitation', 'Cardiovascular Diseases/*epidemiology/mortality/physiopathology/prevention & control', 'Comorbidity', 'Humans', 'Primary Prevention', 'Prognosis', 'Risk Assessment', 'Risk Factors']",2017/09/13 06:00,2018/08/28 06:00,['2017/09/13 06:00'],"['2017/09/13 06:00 [entrez]', '2017/09/13 06:00 [pubmed]', '2018/08/28 06:00 [medline]']",['10.1177/2047487317728438 [doi]'],ppublish,Eur J Prev Cardiol. 2017 Sep;24(14):1459-1461. doi: 10.1177/2047487317728438.,14,,,,,,,,,,,,,,,,,,,,,
29115869,NLM,MEDLINE,20181029,20181029,2047-4881 (Electronic) 2047-4873 (Linking),24,2017 Nov,Editor's presentation.,1795-1797,10.1177/2047487317741702 [doi],"['Piepoli, Massimo F']",['Piepoli MF'],"['Heart Failure Unit, G da Saliceto Hospital, Italy.']",['eng'],"['Editorial', 'Introductory Journal Article']",,England,Eur J Prev Cardiol,European journal of preventive cardiology,101564430,IM,"['*Cardiovascular Diseases/diagnostic imaging/epidemiology/physiopathology/therapy', 'Exercise Therapy', 'Humans', 'Hypolipidemic Agents/therapeutic use', 'Predictive Value of Tests', 'Risk Factors', 'Risk Reduction Behavior', 'Treatment Outcome']",2017/11/09 06:00,2018/10/30 06:00,['2017/11/09 06:00'],"['2017/11/09 06:00 [entrez]', '2017/11/09 06:00 [pubmed]', '2018/10/30 06:00 [medline]']",['10.1177/2047487317741702 [doi]'],ppublish,Eur J Prev Cardiol. 2017 Nov;24(17):1795-1797. doi: 10.1177/2047487317741702.,17,,,,,,,,['0 (Hypolipidemic Agents)'],,,,,,,,,,,,,
36321773,NLM,MEDLINE,20221216,20221221,1744-8298 (Electronic) 1479-6678 (Linking),18,2022 Dec,Lipid disorders in children: diagnosis and treatment.,915-920,10.2217/fca-2022-0062 [doi],"['Farzam, Khashayar']",['Farzam K'],"['Curex Medical Centre, 380 King St N Unit 5, Waterloo, Ontario, N2J 2Z3, Canada.']",['eng'],['Editorial'],20221102,England,Future Cardiol,Future cardiology,101239345,IM,"['Humans', 'Child', '*Cardiovascular Diseases/diagnosis/therapy/etiology', 'Lipids']",2022/11/03 06:00,2022/12/15 06:00,['2022/11/02 08:42'],"['2022/11/03 06:00 [pubmed]', '2022/12/15 06:00 [medline]', '2022/11/02 08:42 [entrez]']",['10.2217/fca-2022-0062 [doi]'],ppublish,Future Cardiol. 2022 Dec;18(12):915-920. doi: 10.2217/fca-2022-0062. Epub 2022 Nov 2.,12,Cardiovascular disease is a leading cause of death in western countries and pediatric lipid disorders create a lifelong continuous risk that starts from childhood. Increased knowledge and awareness on these disorders could prove to be life saving for many patients.,,,,['NOTNLM'],"['cardiology', 'dyslipidemia', 'familial hyperlipidemia', 'hyperlipidemia', 'lipid disorder', 'lipidology', 'pediatric heart disease', 'pediatric lipid disorders', 'pediatric obesity']",,['0 (Lipids)'],,,,,,,,,,,,,
33693640,NLM,MEDLINE,20220510,20220614,2047-4881 (Electronic) 2047-4873 (Linking),29,2022 May 6,I can't see your heart from here.,903,10.1093/eurjpc/zwab039 [doi],"['Marques-Vidal, Pedro']",['Marques-Vidal P'],"['Department of Medicine, Internal Medicine, Lausanne University Hospital (CHUV), University of Lausanne, Rue du Bugnon 46, CH-1011 Lausanne, Switzerland.']",['eng'],"['Comment', 'Editorial']",,England,Eur J Prev Cardiol,European journal of preventive cardiology,101564430,IM,"['*Cardiovascular Diseases/diagnosis/epidemiology/therapy', '*Heart', 'Humans', 'Visual Acuity']",2021/03/12 06:00,2022/05/11 06:00,['2021/03/11 06:50'],"['2021/03/12 06:00 [pubmed]', '2022/05/11 06:00 [medline]', '2021/03/11 06:50 [entrez]']","['6162695 [pii]', '10.1093/eurjpc/zwab039 [doi]']",ppublish,Eur J Prev Cardiol. 2022 May 6;29(6):903. doi: 10.1093/eurjpc/zwab039.,6,,['ORCID: 0000-0002-4548-8500'],,,,,,,,,['Eur J Prev Cardiol. 2022 May 6;29(6):904-912. PMID: 33615358'],,,,,,,,,,
9263661,NLM,MEDLINE,19970929,20190920,1062-4821 (Print) 1062-4821 (Linking),6,1997 May,Epidemiology and prevention.,213-4,,"['Whelton, P K', 'Weber, M A']","['Whelton PK', 'Weber MA']",,['eng'],"['Editorial', 'Review']",,England,Curr Opin Nephrol Hypertens,Current opinion in nephrology and hypertension,9303753,IM,"['Antihypertensive Agents/therapeutic use', 'Cardiovascular Diseases/epidemiology/mortality/prevention & control', 'Humans', 'Hypertension/drug therapy/*epidemiology/*prevention & control']",1997/05/01 00:00,1997/05/01 00:01,['1997/05/01 00:00'],"['1997/05/01 00:00 [pubmed]', '1997/05/01 00:01 [medline]', '1997/05/01 00:00 [entrez]']",['10.1097/00041552-199705000-00002 [doi]'],ppublish,Curr Opin Nephrol Hypertens. 1997 May;6(3):213-4. doi: 10.1097/00041552-199705000-00002.,3,,,,,,,,['0 (Antihypertensive Agents)'],,10,,,,,,,,,,,
34058007,NLM,MEDLINE,20220405,20220405,2047-4881 (Electronic) 2047-4873 (Linking),29,2022 Mar 11,Secondary prevention after an acute cardiovascular event: far from targets and large room for improvement.,360-361,10.1093/eurjpc/zwab085 [doi],"['Aboyans, Victor', 'Boukhris, Marouane']","['Aboyans V', 'Boukhris M']","['Department of Cardiology, Dupuytren University Hospital, Limoges, France.', 'Inserm 1094 & IRD, Limoges University, 2, ave Gerard Mrcland, 87025, Limoges, France.', 'Department of Cardiology, Dupuytren University Hospital, Limoges, France.']",['eng'],"['Comment', 'Editorial']",,England,Eur J Prev Cardiol,European journal of preventive cardiology,101564430,IM,"['*Cardiovascular Diseases/diagnosis/epidemiology/prevention & control', 'Humans', 'Risk Factors', 'Secondary Prevention']",2021/06/01 06:00,2022/04/06 06:00,['2021/05/31 17:10'],"['2021/06/01 06:00 [pubmed]', '2022/04/06 06:00 [medline]', '2021/05/31 17:10 [entrez]']","['6289957 [pii]', '10.1093/eurjpc/zwab085 [doi]']",ppublish,Eur J Prev Cardiol. 2022 Mar 11;29(2):360-361. doi: 10.1093/eurjpc/zwab085.,2,,,,,,,,,,,['Eur J Prev Cardiol. 2022 Mar 11;29(2):362-370. PMID: 33778888'],,,,,,,,,,
